luma,sRGB,HLG
29120.0,65535.0,65535.0
29760.0,65535.0,65535.0
30416.0,65535.0,65535.0
31104.0,65535.0,65535.0
31792.0,65535.0,65535.0
32496.0,65535.0,65535.0
33216.0,65535.0,65535.0
33952.0,65535.0,65535.0
34688.0,65535.0,65535.0
35456.0,65535.0,65535.0
36256.0,65535.0,65535.0
37056.0,65535.0,65535.0
37888.0,65535.0,65535.0
38720.0,65535.0,65535.0
39584.0,65535.0,65535.0
40448.0,65535.0,65535.0
41344.0,65535.0,65535.0
42272.0,65535.0,65535.0
43200.0,65535.0,65535.0
44160.0,65535.0,65535.0
45120.0,65535.0,65535.0
46144.0,65535.0,65535.0
47168.0,65535.0,65535.0
48192.0,65535.0,65535.0
49280.0,65535.0,65535.0
50368.0,65535.0,65535.0
51488.0,65535.0,65535.0
52608.0,65535.0,65535.0
53792.0,65535.0,65535.0
54976.0,65535.0,65535.0
56192.0,65535.0,65535.0
57440.0,65535.0,65535.0
58720.0,65535.0,65535.0
60000.0,65535.0,65535.0
61344.0,65535.0,65535.0
