luma,sRGB,HLG
1416.0,65535.0,65535.0
1447.0,65535.0,65535.0
1479.0,65535.0,65535.0
1512.0,65535.0,65535.0
1545.0,65535.0,65535.0
1580.0,65535.0,65535.0
1615.0,65535.0,65535.0
1650.0,65535.0,65535.0
1687.0,65535.0,65535.0
1724.0,65535.0,65535.0
1762.0,65535.0,65535.0
1802.0,65535.0,65535.0
1841.0,65535.0,65535.0
1882.0,65535.0,65535.0
1924.0,65535.0,65535.0
1967.0,65535.0,65535.0
2010.0,65535.0,65535.0
2054.0,65535.0,65535.0
2100.0,65535.0,65535.0
2146.0,65535.0,65535.0
2194.0,65535.0,65535.0
2242.0,65535.0,65535.0
2292.0,65535.0,65535.0
2344.0,65535.0,65535.0
2396.0,65535.0,65535.0
2448.0,65535.0,65535.0
2502.0,65535.0,65535.0
2558.0,65535.0,65535.0
2614.0,65535.0,65535.0
2672.0,65535.0,65535.0
2732.0,65535.0,65535.0
2792.0,65535.0,65535.0
2854.0,65535.0,65535.0
2918.0,65535.0,65535.0
2982.0,65535.0,65535.0
3048.0,65535.0,65535.0
3116.0,65535.0,65535.0
3184.0,65535.0,65535.0
3256.0,65535.0,65535.0
3328.0,65535.0,65535.0
3402.0,65535.0,65535.0
3476.0,65535.0,65535.0
3554.0,65535.0,65535.0
3632.0,65535.0,65535.0
3712.0,65535.0,65535.0
3794.0,65535.0,65535.0
3878.0,65535.0,65535.0
3964.0,65535.0,65535.0
4052.0,65535.0,65535.0
4144.0,65535.0,65535.0
4236.0,65535.0,65535.0
4328.0,65535.0,65535.0
4424.0,65535.0,65535.0
4520.0,65535.0,65535.0
4624.0,65535.0,65535.0
4724.0,65535.0,65535.0
4828.0,65535.0,65535.0
4936.0,65535.0,65535.0
5044.0,65535.0,65535.0
5156.0,65535.0,65535.0
5272.0,65535.0,65535.0
5388.0,65535.0,65535.0
5508.0,65535.0,65535.0
5628.0,65535.0,65535.0
5756.0,65535.0,65535.0
5880.0,65535.0,65535.0
6012.0,65535.0,65535.0
6144.0,65535.0,65535.0
6280.0,65535.0,65535.0
6420.0,65535.0,65535.0
6564.0,65535.0,65535.0
6708.0,65535.0,65535.0
6856.0,65535.0,65535.0
7008.0,65535.0,65535.0
7164.0,65535.0,65535.0
7324.0,65535.0,65535.0
7484.0,65535.0,65535.0
7652.0,65535.0,65535.0
7820.0,65535.0,65535.0
7992.0,65535.0,65535.0
8172.0,65535.0,65535.0
8352.0,65535.0,65535.0
8536.0,65535.0,65535.0
8728.0,65535.0,65535.0
8920.0,65535.0,65535.0
9120.0,65535.0,65535.0
9320.0,65535.0,65535.0
9528.0,65535.0,65535.0
9736.0,65535.0,65535.0
9952.0,65535.0,65535.0
10176.0,65535.0,65535.0
10400.0,65535.0,65535.0
10624.0,65535.0,65535.0
10864.0,65535.0,65535.0
11104.0,65535.0,65535.0
11352.0,65535.0,65535.0
11600.0,65535.0,65535.0
11856.0,65535.0,65535.0
12120.0,65535.0,65535.0
12392.0,65535.0,65535.0
12664.0,65535.0,65535.0
12944.0,65535.0,65535.0
13232.0,65535.0,65535.0
13528.0,65535.0,65535.0
13824.0,65535.0,65535.0
14128.0,65535.0,65535.0
14440.0,65535.0,65535.0
14760.0,65535.0,65535.0
15088.0,65535.0,65535.0
15424.0,65535.0,65535.0
15768.0,65535.0,65535.0
16112.0,65535.0,65535.0
16480.0,65535.0,65535.0
16832.0,65535.0,65535.0
17216.0,65535.0,65535.0
17584.0,65535.0,65535.0
17984.0,65535.0,65535.0
18384.0,65535.0,65535.0
18784.0,65535.0,65535.0
19200.0,65535.0,65535.0
19632.0,65535.0,65535.0
20064.0,65535.0,65535.0
20512.0,65535.0,65535.0
20960.0,65535.0,65535.0
21424.0,65535.0,65535.0
21904.0,65535.0,65535.0
22384.0,65535.0,65535.0
22880.0,65535.0,65535.0
23392.0,65535.0,65535.0
23904.0,65535.0,65535.0
24432.0,65535.0,65535.0
24976.0,65535.0,65535.0
25536.0,65535.0,65535.0
26096.0,65535.0,65535.0
26672.0,65535.0,65535.0
27264.0,65535.0,65535.0
27872.0,65535.0,65535.0
28480.0,65535.0,65535.0
