Very Low Contrast,Low Contrast,Medium Low Contrast,Medium Contrast,Medium High Contrast,High Contrast,Very High Contrast
0.002443634281315,0.0015620037331854,0.0009314059185726901,0.0005628180556134,0.00025939200940464,0.00011748202282931001,3.497414977912e-05
0.0025059142728491,0.0016021001717069,0.0009554833178691,0.00057745343610138,0.00026619595783638,0.00012058839108913,3.5909938754140996e-05
0.0025682530022922,0.0016422485451208,0.00097960023667917,0.00059211711588532,0.00027301599105541003,0.0001237033403688,3.684886674929e-05
0.0026306505223243,0.0016824489180394,0.0010037567383949,0.00060680914901407,0.00027985214688788,0.0001268268943228,3.7790944288231e-05
0.0026931068856665,0.0017227013551481,0.0010279528865048,0.00062152958963709,0.000286704463248,0.00012995907667056,3.8736181929867e-05
0.0027556221450811,0.0017630059212053,0.0010521887445944,0.0006362784920045401,0.00029357297813814,0.00013309991119662,3.9684590268462e-05
0.0028181963533717,0.0018033626810427,0.0010764643763461,0.00065105591046755,0.00030045772964912,0.00013624942175079,4.0636179933757e-05
0.002880829563383,0.0018437716995651,0.0011007798455393,0.00066586189947834,0.00030735875596034,0.00013940763224835,4.1590961591089e-05
0.0029435218280009,0.0018842330417507,0.0011251352160509,0.0006806965135904,0.00031427609534001003,0.0001425745666702,4.2548945941508e-05
0.0030062732001529,0.0019247467726507,0.0011495305518547,0.0006955598074587,0.00032120978614537003,0.0001457502490631,4.3510143721899e-05
0.0030690837328073,0.0019653129573902,0.0011739659170223,0.0007104518358398299,0.00032815986682285,0.00014893470353977,4.44745657051e-05
0.003131953478974,0.0020059316611675,0.0011984413757228,0.0007253726535922099,0.00033512637590831,0.00015212795427912,4.5442222700025e-05
0.003194882491704,0.0020466029492543,0.0012229569922231,0.00074032231567624,0.00034210935202722996,0.00015533002552641,4.6413125551779996e-05
0.00325787082409,0.0020873268869961,0.0012475128308878,0.0007553008771544901,0.00034910883389492,0.00015854094159344,4.7387285141785995e-05
0.0033209185292657,0.0021281035398121,0.0012721089561796,0.00077030839319191,0.00035612486031669,0.00016176072685875,4.8364712387902005e-05
0.0033840256604063,0.0021689329731949,0.0012967454326595,0.00078534491905595,0.00036315747018811,0.00016498940576775,4.9345418244545e-05
0.0034471922707282,0.0022098152527112,0.0013214223249864,0.00080041051011679,0.00037020670249519,0.00016822700283293998,5.0329413702812e-05
0.0035104184134897,0.0022507504440013,0.0013461396979179,0.00081550522184749,0.00037727259631455,0.00017147354263408998,5.1316709790601004e-05
0.0035737041419898,0.0022917386127796,0.0013708976163099,0.00083062910982419,0.00038435519081369,0.00017472904981841002,5.230731757274e-05
0.0036370495095697,0.0023327798248343,0.0013956961451172,0.00084578222972627,0.00039145452525116,0.00017799354910075,5.3301248151103e-05
0.0037004545696114,0.0023738741460277,0.0014205353493932,0.00086096463733655,0.00039857063897676,0.00018126706526376999,5.4298512664739004e-05
0.0037639193755388,0.0024150216422962,0.0014454152942902,0.00087617638854145,0.00040570357143177,0.00018454962315812,5.5299122289991e-05
0.0038274439808172,0.0024562223796502,0.0014703360450598,0.0008914175393312099,0.00041285336214913997,0.00018784124770263998,5.6303088240627004e-05
0.0038910284389532,0.0024974764241744,0.0014952976670524,0.00090668814580003,0.00042002005075371,0.00019114196388455,5.731042176796e-05
0.0039546728034951,0.0025387838420279,0.0015203002257181,0.00092198826414625,0.00042720367696241003,0.00019445179675961,5.8321134160977005e-05
0.0040183771280329,0.0025801446994439,0.0015453437866062,0.0009373179506725801,0.00043440428058447004,0.00019777077145232,5.9335236746459995e-05
0.0040821414661979,0.0026215590627301,0.0015704284153657,0.00095267726178623,0.00044162190152165,0.00020109891315613,6.0352740889117005e-05
0.004145965871663,0.0026630269982687,0.0015955541777452,0.0009680662539991199,0.0004488565797684,0.00020443624713358002,6.137365799170699e-05
0.0042098503981429,0.0027045485725162,0.0016207211395934,0.0009834849839280599,0.00045610835541213,0.00020778279871652,6.2397999495166e-05
0.0042737950993937,0.0027461238520041,0.0016459293668586,0.00099893350829494,0.00046337726863338,0.0002111385933063,6.3425776878737e-05
0.0043378000292132,0.002787752903338,0.0016711789255896,0.0010144118839269,0.00047066335970606,0.00021450365637395,6.445700166009499e-05
0.0044018652414409,0.0028294357931986,0.0016964698819352,0.0010299201677564,0.00047796666899762,0.00021787801346036001,6.5491685395477e-05
0.004465990789958,0.0028711725883413,0.0017218023021447,0.0010454584168218,0.00048528723696930994,0.00022126169017648998,6.6529839679812e-05
0.0045301767286872,0.002912963355596,0.0017471762525678,0.001061026688267,0.00049262510417637,0.00022465471220353998,6.7571476146846e-05
0.0045944231115931,0.002954808161868,0.001772591799655,0.001076625039342,0.00049998031126823,0.00022805710529316,6.8616606469277e-05
0.004658729992682,0.002996707074137,0.0017980490099575,0.0010922535274029,0.0005073528989887599,0.00023146889526764,6.9665242358881e-05
0.0047230974260017,0.0030386601594582,0.0018235479501274,0.0011079122099123,0.0005147429081764401,0.00023489010802007002,7.0717395566646e-05
0.0047875254656421,0.0030806674849616,0.0018490886869179,0.0011236011444392,0.00052215037976462,0.00023832076951457002,7.1773077882897e-05
0.0048520141657346,0.0031227291178523,0.0018746712871834,0.0011393203886594,0.00052957535478168,0.00024176090578649,7.2832301137436e-05
0.0049165635804526,0.0031648451254106,0.0019002958178795,0.0011550700003557,0.0005370178743513,0.00024521054294254,7.389507719966601e-05
0.004981173764011,0.0032070155749923,0.0019259623460634,0.0011708500374178,0.0005444779796926599,0.00024866970716107,7.4961417978727e-05
0.005045844770667,0.0032492405340282,0.0019516709388939,0.0011866605578428,0.00055195571212063,0.0002521384246922,7.603133542363001e-05
0.0051105766547191,0.0032915200700246,0.0019774216636313,0.0012025016197353,0.0005594511130460099,0.00025561672185802996,7.7104841523384e-05
0.005175369470508,0.0033338542505633,0.0020032145876379,0.0012183732813076,0.00056696422397575,0.00025910462505287,7.818194830713901e-05
0.0052402232724162,0.0033762431433015,0.0020290497783782,0.0012342756008797,0.00057449508651316,0.00026260216074337,7.926266784430999e-05
0.0053051381148681,0.0034186868159719,0.0020549273034185,0.0012502086368797,0.00058204374235813,0.00026610935546878,8.034701224471999e-05
0.0053701140523299,0.003461185336383,0.0020808472304275,0.001266172447844,0.00058961023330734,0.00026962623584112996,8.143499365873001e-05
0.00543515113931,0.0035037387724189,0.0021068096271763,0.0012821670924174,0.0005971946012545,0.0002731528285454,8.2526624277373e-05
0.0055002494303583,0.0035463471920393,0.0021328145615386,0.0012981926293532,0.00060479688819054,0.00027668916033974,8.3621916332497e-05
0.0055654089800672,0.00358901066328,0.0021588621014906,0.0013142491175135,0.00061241713620387,0.00028023525805568,8.4720882096892e-05
0.0056306298430705,0.0036317292542524,0.0021849523151114,0.0013303366158695,0.00062005538748056,0.0002837911485983,8.5823533884434e-05
0.0056959120740444,0.0036745030331439,0.0022110852705831,0.0013464551835015,0.00062771168430458,0.00028735685894643997,8.692988405022e-05
0.0057612557277071,0.0037173320682179,0.0022372610361908,0.0013626048795991,0.00063538606905803,0.00029093241615294,8.8039944990703e-05
0.0058266608588185,0.0037602164278139,0.0022634796803229,0.0013787857634616,0.00064307858422135,0.00029451784734477003,8.9153729143832e-05
0.0058921275221809,0.0038031561803475,0.0022897412714709,0.0013949978944978,0.00065078927237352,0.00029811317972327996,9.0271248989194e-05
0.0059576557726385,0.0038461513943103,0.00231604587823,0.0014112413322266,0.00065851817619235,0.00030171844056439,9.139251704814599e-05
0.0060232456650775,0.0038892021382704,0.0023423935692991,0.001427516136277,0.00066626533845463,0.0003053336572188,9.2517545883961e-05
0.0060888972544263,0.003932308480872,0.0023687844134807,0.0014438223663883,0.0006740308020364,0.00030895885711217,9.3646348101962e-05
0.0061546105956555,0.0039754704908356,0.0023952184796811,0.0014601600824103,0.00068181460991315,0.00031259406774535,9.4778936349668e-05
0.0062203857437777,0.0040186882369584,0.0024216958369109,0.0014765293443035,0.00068961680516005,0.00031623931669456,9.5915323316931e-05
0.0062862227538475,0.0040619617881138,0.0024482165542847,0.0014929302121391,0.0006974374309522,0.00031989463161161,9.705552173608001e-05
0.0063521216809619,0.0041052912132518,0.0024747807010214,0.0015093627460997,0.00070527653056481,0.00032356004022412,9.8199544382059e-05
0.0064180825802601,0.004148676581399,0.0025013883464442,0.001525827006479,0.00071313414737348,0.00032723557033568,9.9347404072575e-05
0.0064841055069232,0.0041921179616588,0.0025280395599813,0.001542323053682,0.00072101032485437,0.00033092124982611,0.00010049911366823001
0.0065501905161748,0.0042356154232112,0.0025547344111652,0.0015588509482257,0.00072890510658447,0.00033461710665161,0.00010165468607269
0.0066163376632805,0.0042791690353128,0.0025814729696334,0.0015754107507387,0.00073681853624182,0.00033832316884503,0.00010281413423279
0.0066825470035484,0.0043227788672974,0.0026082553051284,0.0015920025219617,0.0007447506576057201,0.00034203946451602003,0.0001039774711387
0.0067488185923286,0.0043664449885755,0.0026350814874979,0.0016086263227475,0.0007527015145569599,0.00034576602185127996,0.00010514470982408
0.0068151524850137,0.0044101674686345,0.0026619515866946,0.0016252822140617,0.00076067115107809,0.00034950286911474,0.0001063158633662
0.0068815487370383,0.004453946377039,0.0026888656727768,0.001641970256982,0.0007686596112536,0.0003532500346478,0.00010749094488611999
0.0069480074038796,0.0044977817834305,0.0027158238159084,0.0016586905126994,0.0007766669392701701,0.0003570075468695,0.00010866996754879
0.0070145285410569,0.0045416737575278,0.0027428260863589,0.0016754430425176,0.00078469317941689,0.00036077543427678,0.00010985294456324
0.0070811122041319,0.0045856223691268,0.0027698725545034,0.0016922279078536,0.0007927383760855401,0.00036455372544463,0.00011103988918269
0.0071477584487089,0.0046296276881007,0.0027969632908233,0.0017090451702378,0.00080080257377073,0.00036834244902636,0.00011223081470473
0.0072144673304341,0.0046736897844,0.0028240983659059,0.0017258948913143,0.00080888581707023,0.00037214163375377996,0.00011342573447146002
0.0072812389049965,0.0047178087280528,0.0028512778504447,0.0017427771328408,0.0008169881506851401,0.00037595130843744,0.00011462466186961001
0.0073480732281273,0.0047619845891642,0.0028785018152397,0.001759691956689,0.00082510961942012,0.00037977150196678,0.00011582761033073001
0.0074149703556001,0.0048062174379172,0.0029057703311972,0.001776639424845,0.00083325026818369,0.00038360224331043997,0.00011703459333132
0.007481930343231,0.0048505073445722,0.0029330834693304,0.0017936195994091,0.0008414101419883799,0.00038744356151639,0.00011824562439298
0.0075489532468785,0.0048948543794673,0.0029604413007591,0.0018106325425961,0.00084958928595102,0.00039129548571218,0.00011946071708253999
0.0076160391224437,0.0049392586130182,0.00298784389671,0.0018276783167359,0.00085778774529295,0.00039515804510517003,0.00012067988501227
0.0076831880258701,0.0049837201157185,0.0030152913285169,0.001844756984273,0.0008660055653402901,0.00039903126898271,0.00012190314183997
0.0077504000131435,0.0050282389581394,0.0030427836676209,0.0018618686077673,0.0008742427915241,0.0004029151867124,0.00012313050126915
0.0078176751402925,0.0050728152109302,0.0030703209855704,0.001879013249894,0.00088249946938072,0.00040680982774226,0.00012436197704918
0.0078850134633882,0.0051174489448179,0.003097903354021,0.0018961909734438,0.0008907756445519301,0.00041071522160098997,0.00012559758297545
0.0079524150385439,0.0051621402306076,0.0031255308447364,0.0019134018413233,0.0008990713627852,0.00041463139789816,0.00012683733288948999
0.008019879921916,0.0052068891391826,0.0031532035295876,0.001930645916555,0.0009073866699339599,0.00041855838632445,0.00012808124067917
0.008087408169703,0.0052516957415041,0.0031809214805537,0.0019479232622775,0.0009157216119578,0.00042249621665184,0.00012932932027883998
0.0081549998381462,0.0052965601086114,0.0032086847697219,0.0019652339417459,0.00092407623492276,0.00042644491873387,0.00013058158566946
0.0082226549835295,0.0053414823116224,0.0032364934692873,0.0019825780183318,0.0009324505850015,0.00043040452250583,0.00013183805087878
0.0082903736621794,0.0053864624217328,0.0032643476515538,0.0019999555555235,0.00094084470847359,0.00043437505798501,0.0001330987299815
0.0083581559304651,0.0054315005102172,0.0032922473889331,0.0020173666169262,0.00094925865172575,0.00043835655527087,0.00013436363709941
0.0084260018447983,0.0054765966484281,0.0033201927539461,0.0020348112662626,0.00095769246125207,0.00044234904454532005,0.00013563278640155
0.0084939114616334,0.0055217509077968,0.003348183819222,0.0020522895673724,0.00096614618365426,0.00044635255607292996,0.00013690619210437
0.0085618848374677,0.0055669633598329,0.0033762206574991,0.0020698015842131,0.00097461986564189,0.00045036712020112,0.00013818386847191
0.0086299220288409,0.005612234076125,0.0034043033416246,0.0020873473808598,0.00098311355403264,0.00045439276736042,0.00013946582981592
0.0086980230923356,0.0056575631283398,0.003432431944555,0.0021049270215056,0.00099162729575254,0.00045842952806469006,0.00014075209049603
0.008766188084577,0.0057029505882231,0.0034606065393558,0.002122540570462,0.0010001611378362,0.00046247743291131,0.00014204266491995
0.0088344170622331,0.0057483965275993,0.0034888271992023,0.0021401880921585,0.0010087151274271,0.00046653651258147995,0.00014333756754355
0.0089027100820148,0.0057939010183717,0.003517093997379,0.0021578696511435,0.0010172893117778,0.00047060679784035995,0.00014463681287113001
0.0089710672006755,0.0058394641325226,0.0035454070072805,0.002175585312084,0.0010258837382501,0.00047468831953735997,0.00014594041545546002
0.0090394884750116,0.005885085942113,0.003573766302411,0.002193335139766,0.0010344984543155,0.00047878110860635,0.00014724838989803
0.0091079739618622,0.005930766519283,0.0036021719563846,0.0022111191990948,0.0010431335075553,0.00048288519606587996,0.0001485607508492
0.0091765237181092,0.005976505936252,0.0036306240429258,0.0022289375550949,0.0010517889456607,0.00048700061301940994,0.00014987751300831001
0.0092451378006774,0.0060223042653182,0.0036591226358693,0.0022467902729106,0.0010604648164334,0.00049112739065555,0.00015119869112391
0.0093138162665344,0.0060681615788591,0.0036876678091601,0.0022646774178058,0.0010691611677857,0.0004952655602482901,0.00015252429999389
0.0093825591726908,0.0061140779493316,0.0037162596368539,0.0022825990551647,0.0010778780477404,0.0004994151531572099,0.00015385435446563
0.0094513665761998,0.0061600534492717,0.0037448981931169,0.0023005552504913,0.0010866155044317,0.00050357620082776,0.0001551888694362
0.0095202385341577,0.0062060881512948,0.0037735835522265,0.0023185460694103,0.001095373586105,0.0005077487347914099,0.00015652785985252
0.0095891751037037,0.006252182128096,0.0038023157885707,0.002336571577667,0.0011041523411172,0.00051193278666599,0.0001578713407115
0.0096581763420198,0.0062983354524495,0.0038310949766487,0.0023546318411275,0.0011129518179371,0.00051612838815582,0.00015921932706023
0.009727242306331,0.0063445481972093,0.0038599211910713,0.0023727269257788,0.0011217720651453,0.00052033557105201,0.00016057183399613
0.0097963730539053,0.0063908204353088,0.0038887945065603,0.0023908568977293,0.0011306131314352,0.00052455436723269,0.00016192887666714
0.0098655686420537,0.0064371522397614,0.0039177149979492,0.0024090218232088,0.0011394750656123,0.0005287848086632,0.00016329047027187
0.0099348291281299,0.0064835436836598,0.0039466827401833,0.0024272217685687,0.0011483579165951,0.00053302692739637,0.00016465663005979
0.010004154569531,0.0065299948401768,0.0039756978083195,0.0024454568002823,0.0011572617334152,0.00053728075557275,0.00016602737133136002
0.010073545023696999,0.006576505782565,0.004004760277527,0.002463726984945,0.0011661865652175,0.0005415463254208401,0.00016740270943824
0.01014300054811,0.0066230765841568,0.0040338702230867,0.0024820323892744,0.0011751324612604,0.0005458236692573099,0.00016878265978346001
0.010212521200296998,0.0066697073183645,0.0040630277203922,0.0025003730801106,0.0011840994709162,0.00055011281948728,0.00017016723782155
0.010282107037826,0.0067163980586807,0.0040922328449492,0.0025187491244165,0.0011930876436714,0.0005544138086045201,0.00017155645905875
0.01035175811831,0.0067631488786778,0.004121485672376,0.0025371605892778,0.0012020970291266,0.0005587266691917099,0.00017295033905318
0.010421474499403,0.0068099598520085,0.0041507862784037,0.0025556075419032,0.0012111276769972,0.00056305143392067,0.00017434889341498
0.010491256238805,0.0068568310524056,0.0041801347388762,0.002574090049625,0.0012201796371133,0.0005673881355526201,0.00017575213780655
0.010561103394256002,0.0069037625536822,0.0042095311297502,0.0025926081798987,0.0012292529594202,0.0005717368069384,0.00017716008794263998
0.010631016023540999,0.0069507544297318,0.0042389755270957,0.0026111620003039,0.0012383476939786,0.00057609748101872,0.00017857275959058
0.010700994184486999,0.006997806754528,0.004268468007096,0.0026297515785437,0.0012474638909648,0.0005804701908244,0.00017999016857045
0.010771037934965,0.0070449196021252,0.0042980086460477,0.0026483769824458,0.001256601600671,0.0005848549694766201,0.00018141233075525
0.010841147332889,0.007092093046658,0.0043275975203609,0.0026670382799621,0.0012657608735055,0.0005892518501871701,0.00018283926207105
0.010911322436215998,0.0071393271623418,0.0043572347065595,0.0026857355391689,0.0012749417599929,0.00059366086625867,0.00018427097849721999
0.010981563302946,0.0071866220234723,0.0043869202812811,0.0027044688282675,0.0012841443107749,0.00059808205108484,0.00018570749606656
0.011051869991123,0.0072339777044262,0.0044166543212775,0.0027232382155841,0.0012933685766096,0.0006025154381507401,0.00018714883086551
0.011122242558833999,0.0072813942796606,0.0044464369034145,0.0027420437695703,0.0013026146083726,0.00060696106103301,0.00018859499903429
0.011192681064208001,0.0073288718237136,0.0044762681046719,0.002760885558803,0.0013118824570568,0.0006114189534001099,0.00019004601676713998
0.011263185565418,0.0073764104112042,0.0045061480021445,0.0027797636519845,0.0013211721737731,0.0006158891490126,0.00019150190031245
0.011333756120682,0.0074240101168321,0.004536076673041,0.0027986781179434,0.00133048380975,0.0006203716817233599,0.00019296266597294
0.011404392788258002,0.0074716710153781,0.0045660541946853,0.002817629025634,0.0013398174163346,0.00062486658547785,0.00019442833010586998
0.011475095626449,0.0075193931817039,0.0045960806445159,0.0028366164441371,0.0013491730449921,0.00062937389431435,0.00019589890912322
0.011545864693603,0.0075671766907523,0.0046261561000863,0.0028556404426599,0.001358550747307,0.00063389364236421,0.00019737441949183
0.011616700048108,0.0076150216175475,0.0046562806390652,0.0028747010905364,0.0013679505749823,0.0006384258638521401,0.00019885487773365
0.011687601748397,0.0076629280371945,0.0046864543392364,0.0028937984572273,0.0013773725798406,0.0006429705930964,0.00020034030042586002
0.011758569852947,0.0077108960248797,0.0047166772784994,0.0029129326123206,0.0013868168138241,0.00064752786450911,0.00020183070420109
0.011829604420276,0.0077589256558709,0.0047469495348691,0.0029321036255317,0.0013962833289948,0.00065209771259646,0.00020332610574759
0.011900705508950001,0.0078070170055172,0.004777271186476,0.0029513115667034,0.0014057721775347,0.00065668017195898,0.00020482652180943
0.011971873177571998,0.0078551701492492,0.0048076423115666,0.0029705565058065,0.0014152834117462,0.0006612752772918,0.00020633196918668
0.012043107484794,0.0079033851625787,0.0048380629885034,0.0029898385129395,0.0014248170840525,0.0006658830633849201,0.00020784246473557
0.012114408489308,0.0079516621210994,0.004868533295765,0.0030091576583293,0.0014343732469976,0.00067050356512341,0.00020935802536874
0.01218577624985,0.0080000011004865,0.0048990533119462,0.0030285140123313,0.0014439519532467,0.00067513681748774,0.00021087866805536
0.012257210825202,0.0080484021764966,0.0049296231157583,0.0030479076454293,0.0014535532555864,0.00067978285555398,0.00021240440982135
0.012328712274186,0.0080968654249684,0.0049602427860294,0.0030673386282363,0.001463177206925,0.0006844417144940799,0.00021393526774958
0.012400280655669,0.008145390921822,0.0049909124017038,0.0030868070314941,0.0014728238602931,0.00068911342957615,0.00021547125898002
0.012471916028561,0.0081939787430598,0.0050216320418432,0.0031063129260737,0.0014824932688432,0.0006937980361646599,0.00021701240070999
0.012543618451816998,0.0082426289647655,0.0050524017856259,0.0031258563829761,0.0014921854858505,0.0006984955697207701,0.0002185587101943
0.012615387984433,0.0082913416631052,0.0050832217123477,0.0031454374733315,0.001501900564713,0.00070320606580254,0.00022011020474545
0.012687224685451,0.0083401169143268,0.0051140919014214,0.0031650562684003,0.0015116385589518,0.00070792956006522,0.00022166690173385
0.012759128613953999,0.0083889547947604,0.0051450124323775,0.0031847128395731,0.0015213995222114,0.0007126660882614901,0.00022322881858798
0.012831099829071001,0.008437855380818,0.0051759833848639,0.0032044072583709,0.0015311835082599,0.00071741568624175,0.0002247959727946
0.012903138389973,0.008486818748994,0.0052070048386463,0.003224139596445,0.0015409905709892,0.00072217838995435,0.00022636838189896
0.012975244355875,0.0085358449758648,0.0052380768736083,0.003243909925578,0.0015508207644157,0.00072695423544589,0.00022794606350494
0.013047417786035,0.0085849341380893,0.0052691995697515,0.0032637183176831,0.0015606741426799,0.00073174325886145,0.00022952903527532
0.013119658739757,0.0086340863124087,0.0053003730071958,0.0032835648448052,0.0015705507600474,0.00073654549644489,0.0002311173149319
0.013191967276384,0.0086833015756465,0.0053315972661793,0.0033034495791202,0.0015804506709085,0.00074136098453907,0.00023271092025577999
0.013264343455307,0.0087325800047087,0.0053628724270584,0.0033233725929361,0.001590373929779,0.00074618975958619,0.00023430986908747002
0.013336787335959,0.0087819216765838,0.0053941985703085,0.0033433339586927,0.0016003205913003,0.00075103185812796,0.00023591417932715
0.013409298977816002,0.0088313266683431,0.0054255757765235,0.0033633337489619,0.0016102907102395,0.00075588731680597,0.00023752386893486
0.013481878440398998,0.0088807950571401,0.0054570041264163,0.0033833720364479,0.00162028434149,0.00076075617236187,0.00023913895593065
0.013554525783271003,0.0089303269202114,0.0054884837008187,0.0034034488939878,0.0016303015400715,0.00076563846163772,0.00024075945839487003
0.013627241066040002,0.0089799223348761,0.005520014580682,0.0034235643945512,0.0016403423611306,0.00077053422157619,0.00024238539446826002
0.013700024348356002,0.0090295813785362,0.0055515968470765,0.0034437186112408,0.0016504068599406,0.00077544348922087,0.00024401678235227002
0.013772875689916001,0.0090793041286765,0.0055832305811922,0.0034639116172927,0.0016604950919023,0.00078036630171653,0.00024565364030915
0.013845795150456999,0.0091290906628647,0.0056149158643388,0.0034841434860763,0.001670607112544,0.00078530269630942,0.00024729598666224
0.013918782789763,0.0091789410587516,0.0056466527779455,0.0035044142910948,0.0016807429775218,0.00079025271034748,0.00024894383979613
0.013991838667658001,0.0092288553940708,0.0056784414035617,0.0035247241059854,0.0016909027426199,0.0007952163812807,0.00025059721815685
0.014064962844013002,0.0092788337466393,0.0057102818228568,0.0035450730045193,0.0017010864637509,0.0008001937466613,0.00025225614025212997
0.014138155378741,0.0093288761943568,0.0057421741176205,0.0035654610606022,0.0017112941969562,0.00080518484414409,0.00025392062465154
0.014211416331799998,0.0093789828152067,0.0057741183697626,0.0035858883482743,0.0017215259984061,0.00081018971148669,0.00025559068998676
